Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
NTC,National Tea Company Ltd.,629.00,629.00,3:45 PM,623.10 - 648.00,-6.1,2.52,-0.96%,500.00 - 945.00,645.00,"3,953.00",635.10,103,635.10,"4,191.660",250.00,,66.00,Equity,10.0,1,"6,600,000",Food & Allied,"BGIC TOWER (7th Floor), 34, Topkhana Road, Dhaka-1000.",9515929,9576395,admin@ntclbd.org,http://www.ntclbd.org,A.K. Azad Chowdhury,01815726244,9515929,csi@ntclbd.org
NTLTUBES,National Tubes Limited,83.10,83.10,3:45 PM,83.10 - 85.40,-1.6,24.41,-1.89%,72.20 - 129.90,83.10,"293,664.00",84.70,525,84.70,"2,949.407","1,000.00",,348.22,Equity,10.0,1,"34,821,803",Engineering,"131-142 Tongi I/A, Gazipur, Dhaka","9812783,  9810134,9812786, 9812782, 9812781",,ntl.bsec.bd@gmail.com,http://www.ntl.gov.bd,Pranjit Paul,01854794095,02-9812782,pranjitpaul77@gmail.com
NURANI,Nurani Dyeing & Sweater Limited,7.40,7.40,3:45 PM,7.40 - 7.40,-0.1,0.47,-1.33%,6.20 - 11.80,7.40,"63,570.00",7.50,40,7.50,919.688,"1,500.00","01 Jun, 2017","1,226.25",Equity,10.0,1,"122,625,030",Textile,"White House, Holding No: 1260, West Ukil Para, Feni Sadar, Feni",088-02-8391790,088-02-8391791,-,http://www.ndsl-bd.com,,,,
OAL,Olympic Accessories Limited,11.20,11.20,3:45 PM,11.00 - 11.40,0,6.63,0.00%,10.00 - 18.00,11.10,"597,852.00",11.20,324,11.20,"1,898.702","2,500.00","25 Jun, 2015","1,695.27",Equity,10.0,1,"169,526,982",Engineering,"Saiham Sky View Tower ( 5th floor), 45, Bijoy Nagar, Dhaka-1000.",+88-02 8392458,+88-02 8392459,info@olympicaccessoriesbd.com,http://www.olympicaccessoriesbd.com,Md. Habibullah,01612290633,02-8392458-109,mhullah76@gmail.com
OIMEX,Oimex Electrode Limited,19.70,19.70,3:45 PM,19.30 - 20.20,0.4,14.52,2.07%,16.10 - 31.00,19.50,"737,294.00",19.30,789,19.30,"1,294.736","1,700.00","06 Nov, 2017",670.85,Equity,10.0,1,"67,084,781",Engineering,"225/1, New Elephant Road, (1st floor), Dhaka -1205.",+ 88 02 9665272,+ 88 02 9661252,contact@oimexelectrodes.com,http://www.oimexelectrodes.com,Md. Suzzal Hossain Sajal,+88 01673200206,88-02-9665272,sajalislam7@gmail.com
OLYMPIC,Olympic Industries Ltd.,118.30,118.30,3:45 PM,118.30 - 120.90,-2.4,18.56,-1.99%,117.30 - 221.00,120.00,"156,253.00",120.70,724,120.70,"24,132.624","2,000.00",,"1,999.39",Equity,10.0,1,"199,938,886",Food & Allied,"Amin Court (6th Floor), 62 - 63, Motijheel C/A, Dhaka - 1000.",'+880-2223380238       +880-9606565228,'+880-2223387485,secretariat2@olympicbd.com,http://www.olympicbd.com,Md. Nazimuddin,+880-1713065282,'+880-9606565228 Ext.-6123,nazimuddin@olympicbd.com
ONEBANKLTD,One Bank Limited,10.20,10.20,3:45 PM,10.20 - 10.40,-0.1,9.95,-0.97%,10.20 - 20.90,10.20,"970,525.00",10.30,274,10.30,"9,620.617","10,000.00",,"9,340.40",Equity,10.0,1,"934,040,456",Bank,"2/F HRC Bhaban, 46,Kawran Bazar C.A., Dhaka-1215.","88-02-9118161 Ext: 250, 251,252",88-02-9134794,share@onebank.com.bd,http://www.onebank.com.bd,Mr. John Sarkar,01730353507,88-02-9118161 Ext 500,john.sarkar@onebank.com.bd
ORIONINFU,Orion Infusion Ltd.,105.50,105.50,3:45 PM,98.20 - 106.90,7.1,161.31,7.22%,69.50 - 117.00,98.20,"1,562,461.00",98.40,"3,509",98.40,"2,003.400","1,000.00",,203.60,Equity,10.0,1,"20,359,760",Pharmaceuticals & Chemicals,"Orion House (2nd Floor), 153-154, Tejgaon 1/A, Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orioninfusion.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
ORIONPHARM,Orion Pharma Ltd.,81.70,81.70,3:45 PM,80.80 - 83.40,-0.7,69.52,-0.85%,56.70 - 117.60,80.80,"852,970.00",82.40,"1,102",82.40,"19,281.600","5,000.00","20 Mar, 2013","2,340.00",Equity,10.0,1,"234,000,000",Pharmaceuticals & Chemicals,"Orion House, 153-154, Tejgaon I/A,Dhaka-1208.","+88028870133, +88028870146",+88028870130,-,http://www.orionpharmabd.com,Mr. Md. Ferdous Jaman,01711402522,+88028870133 Ext-114,ferdous.jaman@orion-group.net
PADMALIFE,Padma Islami Life Insurance Limited,48.70,48.70,3:45 PM,48.20 - 51.90,0,28.48,0.00%,32.30 - 59.50,51.90,"585,284.00",48.70,"1,178",48.70,"1,893.456","1,000.00",,388.80,Equity,10.0,1,"38,880,000",Insurance,"Padma Life Tower, 115, Kazi Nazrul Islam Avenue, Bangla Motor, Dhaka-1001.","48311809, 48316529,  48316813, 48313487, Ext. 147",02-9354647,info@padmaislamilife.com,http://www.padmaislamilife.com,Shakhawat Hossain,01915601357,48311809  Ext. 147,share@padmaislamilife.com
PADMAOIL,Padma Oil Co. Ltd.,209.90,208.50,3:45 PM,206.00 - 213.50,0.4,3.13,0.19%,199.50 - 257.00,213.50,"15,127.00",209.50,91,209.50,"20,579.761","1,000.00",,982.33,Equity,10.0,1,"98,232,750",Fuel & Power,"PADMA BHABAN, Strand Road, Sadarghat,rnChattogram-4000","02333354235-7, 02333357748,02333357749",031-618375+ 031635524,share@pocl.gov.bd,http://www.pocl.gov.bd,Noman Ahmed Taffader,01777703317,031-614235-7 Ext.224,numonpocl@gmail.com
PAPERPROC,Paper Processing & Packaging Limited,176.10,176.10,3:45 PM,176.10 - 176.50,-3.5,18.47,-1.95%,118.00 - 319.90,176.10,"104,890.00",179.60,304,179.60,"1,876.748",250.00,"13 Jun, 2021",104.50,Equity,10.0,1,"10,449,600",Paper & Printing,"Corporate Office: Magura Group, Plot#314/A, Road#18, Block E, Bashundhara R/A, Dhaka-1229  Commercial Office: BCIC Bhaban (10th Floor), 30-31 Dilkusha C/A, Dhaka-1000",+880-2-8401883-7,+880-2-8401887,ppp@maguragroup.com.bd,http://www.pppl.com.bd,Md. Mustafizur Rahman,'01847091027,"+880-2-8401883-6, Ext-702",secretary@bdg.com.bd
PARAMOUNT,Paramount Insurance Company Ltd.,46.90,46.90,3:45 PM,46.90 - 47.80,-0.9,3.73,-1.88%,43.10 - 102.50,46.90,"79,538.00",47.80,144,47.80,"1,943.785",600.00,,406.65,Equity,10.0,1,"40,664,966",Insurance,"House # 22 (Level # 3&4), Road # 113/ArnGulshan-2  Dhaka-1212","0255049824-30, '02-55049826",02-55049823,picl@paramountgroupbd.com,http://www.paramountinsurancebd.com,Zharna Parul,01712925205,02-55049825,zharnaalamgir@gmail.com
PDL,Pacific Denims Limited,11.90,11.90,3:45 PM,11.70 - 12.70,0.1,13.21,0.85%,11.00 - 19.90,12.40,"1,113,145.00",11.80,329,11.80,"2,165.892","2,000.00","07 Feb, 2017","1,853.50",Equity,10.0,1,"183,550,143",Textile,"Bashoti Aristocrats, Plot-6, D-3 (3rd Floor), SW(H), Gulshan Avenue, Gulshan-1, Dhaka-1212.",+88-02-58817882,+88029891710,info@pacificgroupbd.com,http://www.pgbd.org,Md. Sorhab Ali,01726173810,+880258817882 Ext. 260,sorhab@pacificgroupbd.com
PENINSULA,The Peninsula Chittagong Limited,28.60,28.60,3:45 PM,28.60 - 29.30,-0.5,12.97,-1.72%,21.80 - 44.90,28.60,"452,468.00",29.10,443,29.10,"3,453.204","3,000.00","15 Jun, 2014","1,186.67",Equity,10.0,1,"118,666,800",Travel & Leisure,"Bulbul Centre, 486/B, O.R. Nizam RoadrnCDA Avenue, Chittagong- 4100.",+88-31-285-860-9 (Ext-4105-4109),+88-031-632506,ipoinfo@peninsulactg.com,http://www.peninsulactg.com/investors,Mohammed Nurul Azim,01819395139,+88-31-285-860-9 (Ext.-4105),cs@peninsulactg.com
PEOPLESINS,Peoples Insurance Company Ltd.,39.30,39.30,3:45 PM,39.20 - 41.10,-0.7,5.89,-1.75%,39.20 - 69.90,41.10,"149,410.00",40.00,489,40.00,"1,848.000","2,000.00",,462.00,Equity,10.0,1,"46,200,000",Insurance,"Peoples Insurance Bhaban(15th Floor) 36, Dilkusha C/A, Dhaka-1000","9564166 (Auto Hunting), 9578319-20",02-9564795,peoples@peoplesinsurancebd.com,http://www.peoplesinsurancebd.com,Mr. Sk. Md. Sarfaraz Hossain ACS,01817296784,"PABX-9564166 (Auto Hunting), Ext. No.-103",secretary@peoplesinsurancebd.com
PF1STMF,Phoenix Finance 1st Mutual Fund,9.80,9.70,3:45 PM,9.70 - 9.90,0,1.26,0.00%,8.10 - 12.40,9.80,"129,387.00",9.80,51,9.80,588.000,-,,600.00,Mutual Fund,10.0,1,"60,000,000",Mutual Funds,"Green City Edge (4th floor)rn89, Kakrail, Dhaka- 1000",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
PHARMAID,Pharma Aids,819.20,819.20,3:45 PM,808.00 - 824.40,11.3,13.90,1.40%,414.00 - 905.00,814.80,"17,036.00",807.90,366,807.90,"2,520.648",50.00,,31.20,Equity,10.0,1,"3,120,000",Pharmaceuticals & Chemicals,"345, Segun Bagicha (1st Floor), Ramna, Dhaka - 1000","+88 02 222220741, 222227742-43",,pal.hinfo@gmail.com,http://www.pharmaaids.com,K. H. Reza (FCS),01779280900,"+88 02 222220741, 222227742-43",pal.hinfo@gmail.com
PHENIXINS,Phoenix Insurance Company Ltd.,38.10,37.70,3:45 PM,37.20 - 39.00,0.2,1.72,0.53%,37.20 - 69.70,37.20,"45,933.00",37.90,75,37.90,"1,528.946","1,000.00",,403.42,Equity,10.0,1,"40,341,572",Insurance,"1/A (1st Floor), Dilkusha C/A, Dhaka - 1000, AndrnShare Office-Phoenix Bhaban (4th Floor),12 Dilkusha C/A  Dhaka-1000",223383609-12,880-2-9563576,mail@phoenixinsurance.com.bd,http://www.phoenixinsurance.com.bd,Mr. Md. Rafiqur Rahman,01713-461044,"9593609, Ext.-110",rafiqur.rahman@gmail.com
PHOENIXFIN,Phoenix Finance and Investments Ltd.,16.90,16.90,3:45 PM,16.60 - 17.60,0,5.09,0.00%,16.60 - 34.80,16.60,"302,869.00",16.90,125,16.90,"2,803.274","3,000.00",,"1,658.74",Equity,10.0,1,"165,874,195",Financial Institutions,"Eunoos Centre(Level-11), 52-53 Dilkusha C/A, Dhaka-1000.rnAndrnShare Department, rnPhoenix Bhaban (2nd Floor)rn12, Dilkusha C/A, Dhaka-100","02223389007-10, 02223350617",02223387787,mail@phoenixfinance.com.bd,http://www.phoenixfinance.com.bd,"Mr. Mohammad Sayduzzaman FCA, FCS",88-01713039693,02223350617,zamanfca@gmail.com
PHPMF1,PHP First Mutual Fund,5.20,5.20,3:45 PM,5.20 - 5.30,0,0.64,0.00%,5.10 - 7.80,5.20,"121,752.00",5.20,95,5.20,"1,465.845",-,,"2,818.93",Mutual Fund,10.0,1,"281,893,264",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
PIONEERINS,Pioneer Insurance Company Ltd.,73.10,73.00,3:45 PM,72.90 - 76.90,-1.2,7.15,-1.62%,72.90 - 152.60,72.90,"97,991.00",74.30,246,74.30,"6,291.468","1,000.00",,846.77,Equity,10.0,1,"84,676,556",Insurance,"Rangs Babylonia (5th Floor),246, Bir Uttam Mir Shawkat Sarak, Tejgaon, Dhaka-1208",88-02-8878901 (Hunt.),88-02-8878913,piclho@gmail.com,http://www.pioneerinsurance.com.bd,S.M. Mizanur Rahman,01711682216,88-02-8878901-102,mizanpicl@gmail.com
POPULAR1MF,Popular Life First Mutual Fund,5.10,5.10,3:45 PM,5.10 - 5.20,0,0.45,0.00%,5.00 - 7.40,5.10,"87,124.00",5.10,64,5.10,"1,525.354",-,,"2,991.00",Mutual Fund,10.0,1,"299,089,027",Mutual Funds,"Sky View Henolux Center, Office No: D-6, 6th Floor, 3/1, Purana Paltan, Dhaka-1000","01302-399597, 01309-402782",88 02 9361530,info@racebd.com,http://www.racebd.com,,,,
POPULARLIF,Popular Life Insurance Co. Ltd.,63.50,63.50,3:45 PM,63.50 - 66.80,-1.2,2.48,-1.85%,62.80 - 106.70,66.80,"39,001.00",64.70,171,64.70,"3,909.715","5,000.00",,604.28,Equity,10.0,1,"60,428,358",Insurance,"Peoples Insurance Bhaban ( 16th &17th Floor),36, Dilkusha C/A, Dhaka-1000",02223357534-38,02223390880,popularliclbs@gmail.com,http://www.popularlifeins.com,Mostofa  Helal  Kabir,01713242040,88-02-9577534-38  Ext. : 132,popularliclbs@gmail.com
POWERGRID,Power Grid Company of Bangladesh Ltd.,54.60,54.60,3:45 PM,54.40 - 55.70,-0.8,17.99,-1.44%,48.80 - 80.60,54.50,"327,857.00",55.40,510,55.40,"39,485.075","100,000.00",,"7,127.27",Equity,10.0,1,"712,726,991",Fuel & Power,"Registered office: PGCB Bhaban, Avenue- 3, Jahurul Islam city, Aftabnagar, Badda, Dhaka- 1212.","55046730  Ext.-123 & 124, Cell-01713850344",55046722,share.cs@pgcb.gov.bd,http://www.pgcb.gov.bd,Md. Jahangir Azad,1755639570,55046730 Ext.-123,jahangirazad1972@gmail.com &  secretary.cs@pgcb.gov.bd
PRAGATIINS,Pragati Insurance Ltd,57.00,56.50,3:45 PM,56.00 - 58.50,-0.1,3.27,-0.18%,56.00 - 100.50,56.00,"57,520.00",57.10,126,57.10,"3,745.208","2,000.00",,655.90,Equity,10.0,1,"65,590,329",Insurance,"Pragati Insurance Bhaban, 20-21, Kawran Bazar (14th, 15th & 16th Floor), Dhaka-1215.","+88-02-55012680-2(PABX), Ext. -173",,info@pragatiinsurance.com,http://www.pragatiinsurance.com,Syed Anisul Hoque,01911-309436,"+88-02-55012680-2(PABX), Ext. -173",anis@pragatiinsurance.com
PRAGATILIF,Pragati Life Insurance Ltd.,69.80,69.80,3:45 PM,69.80 - 73.80,-1.4,0.76,-1.97%,69.80 - 123.00,73.80,"10,774.00",71.20,50,71.20,"2,186.061","1,000.00",,307.03,Equity,10.0,1,"30,703,102",Insurance,"Pragati Insurance Bhaban (6th floor), 20-21 Kawran Bazar, Dhaka-1215.",8189184-8,9124024,cs@pragatilife.com,http://www.pragatilife.com,"Jagadish Kumar Bhanja, FCS",01814650723,8189184-8 (606),jkbhanja@pragatilife.com
PREMIERBAN,Premier Bank Ltd.,13.00,13.00,3:45 PM,12.80 - 13.10,0.1,8.11,0.78%,12.30 - 18.00,12.90,"624,749.00",12.90,205,12.90,"14,801.174","15,000.00",,"11,473.80",Equity,10.0,1,"1,147,377,800",Bank,"Iqbal centre (4th Floor), 42, Kemal Ataturk Avenue, Banani, Dhaka-1213","+88-02-222274844-8, Ext-250",+88 02 -222274832-3,investorsrelation@premierbankltd.com,http://www.premierbankltd.com,"Mohammad Akram Hossain, FCS",01985552847,02222274809,akram.hossain@premierbankltd.com
PREMIERCEM,Premier Cement Mills Limited,46.00,46.00,3:45 PM,45.10 - 46.90,0.1,5.86,0.22%,44.90 - 98.40,45.40,"128,566.00",45.90,313,45.90,"4,840.155","5,000.00","03 Mar, 2013","1,054.50",Equity,10.0,1,"105,450,000",Cement,"TK Bhaban (12th Floor) 13, Kawran Bazar, Dhaka-1215",880255012191-8,880255012088-9,corporate.affairs@premiercement.com,http://premiercement.com,Kazi Md. Shafiqur Rahman,01714-003195,880255012191-8,shafiq.rahman@premiercement.com
PREMIERLEA,Premier Leasing & Finance Limited,6.60,6.60,3:45 PM,6.40 - 7.00,0.2,0.52,3.12%,6.00 - 14.60,7.00,"79,248.00",6.40,52,6.40,851.009,"3,000.00",,"1,329.70",Equity,10.0,1,"132,970,210",Financial Institutions,"Happy Rahman Plaza (5th Floor)rnBangla Motor Crossingrn25-27 Kazi Nazrul Islam Avenue, Dhaka-100",+880-2-09666777880 +880-2-41060022,+880-2-41060033,info@premierleasing.com.bd,http://www.premierleasing.com.bd,Mr. Subash Chandra Moulick FCS,01818618990,+880-2-09666777880 Ext-2031,secretary@premierleasing.com.bd
PRIME1ICBA,Prime Bank 1st ICB AMCL Mutual Fund,7.40,7.40,3:45 PM,7.40 - 7.50,0,0.04,0.00%,6.60 - 8.50,7.40,"5,208.00",7.40,18,7.40,740.000,-,,"1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Green City Edge Building (4th floor)rn89, Kakrail, Dhaka- 1000.",+88-02-8300412,+88-02-8300416,info@icbamcl.com.bd,http://www.icbamcl.com.bd,,,,
PRIMEBANK,Prime Bank Ltd.,19.00,19.10,3:45 PM,19.00 - 19.60,0.2,2.47,1.06%,18.80 - 24.80,19.60,"129,178.00",18.80,41,18.80,"21,286.929","25,000.00",,"11,322.80",Equity,10.0,1,"1,132,283,477",Bank,"Simple Tree, Anarkali (8th floor), 89, Gulshan Avenue, Dhaka-1212                                               Share Office: Adamjhee Court, Annex Building- 2 (2nd floor), 119-120, Motijheel","(8802) 55068684, 88-02-9567265 Ext-261,235.",88 - 02 - 55068685,investors.relation@primebank.com.bd,https://www.primebank.com.bd/,Tanvir A Siddiqui,+880 1611027910,+8802 9513229,cosecy@primebank.com.bd
PRIMEFIN,Prime Finance & Investment Ltd.,11.00,11.00,3:45 PM,10.70 - 11.10,0.2,8.34,1.85%,10.00 - 20.90,10.70,"762,184.00",10.80,299,10.80,"2,947.498","3,000.00",,"2,729.16",Equity,10.0,1,"272,916,483",Financial Institutions,"PFI Tower, (5th & 6th Floor), 56-57 Dilkusha Commercial Area, Dhaka-1000",88-02-9563883,88-02-9563692,mohsin@primefinancebd.com,http://www.primefinancebd.com,Md. Mohsin Reza Khan,01755-543411,88-02-9563883 (Ext.: 106),mohsin@primefinancebd.com
PRIMEINSUR,Prime Insurance Company Ltd.,89.00,89.00,3:45 PM,89.00 - 91.00,-1.8,6.78,-1.98%,47.10 - 154.70,89.00,"76,202.00",90.80,69,90.80,"3,711.677","1,000.00",,408.77,Equity,10.0,1,"40,877,498",Insurance,"Unique Heights (9th Floor), 117, Kazi Nazrul Islam Avenue, Dhaka- 1000",+8802-55138659-62,+8802-55138658,ehkhan@prime-insurance.net,http://www.prime-insurance.net,Enamul Haque Khan,+8801730007348,+8802-55138659-62 Ext: 336,ehkhan@prime-insurance.net
PRIMELIFE,Prime Islami Life Insurance Ltd.,56.00,56.00,3:45 PM,55.70 - 56.70,-0.8,3.06,-1.41%,53.00 - 92.70,56.70,"54,574.00",56.80,58,56.80,"1,733.549",500.00,,305.20,Equity,10.0,1,"30,520,230",Insurance,"Gause Pak Bhaban (13th Floor),28/G/1, Toyenbee Circular Road, Motijheel  C/A, Dhaka-1000","41070180, 41070181, 41070182, 41070183",88-02-41070179,pilil@primeislamilife.com,http://www.primeislamilife.com,Kazi Abul Manjur,+8801819242265,41070180-83 Ext. 300,companysecretary@primeislamilife.com
PRIMETEX,Prime Textile Spinning Mills Limited,38.80,38.80,3:45 PM,35.90 - 39.30,2.2,103.84,6.01%,18.60 - 41.70,35.90,"2,814,113.00",36.60,"2,138",36.60,"1,398.120","1,500.00",,382.00,Equity,10.0,1,"38,200,000",Textile,"Sena Kalyan Bhaban, 8th Floor, 195, Motijheel C/A, Dhaka - 1000","9564851-2, 9564856",9564857,ripon5475@yahoo.com,http://www.primegroup.com.bd,Mr. Manzurul Hassan Talukder,01912129467,"9564851-2, 9564856 Ext. - 124",dir-proc@primegroup.com.bd
PROGRESLIF,Progressive Life Insurance Co. Ltd.,75.80,75.80,3:45 PM,75.60 - 79.00,-1.3,0.27,-1.69%,70.70 - 128.10,79.00,"3,577.00",77.10,45,77.10,"1,283.188",750.00,,166.43,Equity,10.0,1,"16,643,168",Insurance,"National Scout Bhaban, (5th - 8th Floor), 60, Anjuman Mofidul Islam Road (Old:70/1 Inner Circular Road), Kakrail, Dhaka-1000","880-2-9341277,  9350301, 8322094, 9348530, Mobile: 01713 430000",880-2-8315373,progress@bdcom.com,http://www.progressivelife.com.bd,Md. Johir Uddin,01711 393838,104 (ext.),md.johiruddin1972@gmail.com
PROVATIINS,Provati Insurance Company Limited,61.20,61.20,3:45 PM,61.10 - 62.50,-1.1,21.30,-1.77%,61.10 - 195.00,61.10,"347,742.00",62.30,694,62.30,"2,165.045","1,250.00",,347.52,Equity,10.0,1,"34,751,929",Insurance,"107, Motijheel C/A, Khan Mansion, (11th Floor),  Dhaka-1000.","02-9559561, 02-9559561 Ext-31",88-02-9564455,provatiinsurance@gmail.com,http://provatiinsurance.com,Mohammed Serajul Islam,01710959918,"02-9559561, Ext-26",islams76@gmail.com
PTL,Paramount Textile Limited,79.30,79.30,3:45 PM,77.40 - 81.70,0.4,27.01,0.51%,54.30 - 109.00,77.60,"342,531.00",78.90,497,78.90,"12,847.566","5,000.00","19 Nov, 2013","1,628.34",Equity,10.0,1,"162,833,532",Textile,"House No. # 22, (Level 2, 5-7), Road No. # 113/ArnGulshan 2, Dhaka 1212","0088-02- 55049833-37 & 39 , '0088-02-55049841, 0170-9631430",88-02-55049838,share@paramountgroupbd.com,http://www.paramountgroupbd.com,Md. Robiul Islam FCS,01713-236107,0088-02- 55049833-37 & 39 (366),secretary@paramountgroupbd.com
PUBALIBANK,Pubali Bank Ltd.,25.60,25.60,3:45 PM,25.50 - 28.00,0.1,0.55,0.39%,23.10 - 31.00,28.00,"21,523.00",25.50,59,25.50,"26,221.503","20,000.00",,"10,282.90",Equity,10.0,1,"1,028,294,218",Bank,"Pubali Bank Bhaban, 26, Dilkusha C/A, Dhaka - 1000","9551614, Ext.-227",88 02 9564009,info@pubalibankbd.com,http://www.pubalibangla.com,Mr. Zahid Ahsan,01716-381624,"9564012, 9551614 Ext.-343",zahidahsan.za@gmail.com
PURABIGEN,Purabi Gen. Insurance Company Ltd.,26.90,26.90,3:45 PM,26.80 - 27.30,-0.4,2.29,-1.47%,25.80 - 55.90,26.80,"84,967.00",27.30,147,27.30,"1,585.322","1,000.00",,580.70,Equity,10.0,1,"58,070,395",Insurance,"Sandhani Life Tower (2nd Floor)rn34, Bangla Motor, Dhaka-1000",55168145,,purabiinsurance@gmail.com,http://www.purabigi.com,"Abdur Rob (Sumon),ACS",01675-281804,55168145,sumon.pgicl@gmail.com
QUASEMIND,Quasem Industries Ltd.,61.50,61.50,3:45 PM,59.00 - 61.90,1.3,20.11,2.16%,43.50 - 72.10,59.00,"330,244.00",60.20,663,60.20,"4,378.138","2,000.00",,727.27,Equity,10.0,1,"72,726,541",Engineering,"ICON CENTRE, (LEVEL-4, 6 & 9), 57/4 PROGATI SHARANIrnNORTH BARIDHARA, DHAKA-1212","01914900046, '09612007700",,jahangir_h@quasemgroup.com,http://www.quasemindustries.com,Darul Awam Tuhin,+880 1313009844,09612007700 EXTN:608,tuhin.cs@quasemgroup.com
QUEENSOUTH,Queen South Textile Mills Limited,24.30,24.30,3:45 PM,23.80 - 24.50,0.2,17.92,0.83%,21.50 - 36.70,24.00,"741,861.00",24.10,532,24.10,"3,469.523","2,000.00","13 Mar, 2018","1,439.64",Equity,10.0,1,"143,963,622",Textile,"Plot # 85-88, DEPZ, Extesion ArearnSavar, Dhaka",+8809617775555,+88027790216,info@qstmills.com,http://www.qstmills.com,MD.Massum Rana,1730027955,+8809617775555-Ext 8039,massum@qstmills.com
RAHIMAFOOD,Rahima Food Corporation Limited,250.00,250.00,3:45 PM,249.90 - 259.00,-4.9,21.88,-1.92%,220.00 - 387.00,249.90,"87,082.00",254.90,672,254.90,"5,098.051",500.00,"29 Dec, 2020",200.00,Equity,10.0,1,"20,000,200",Food & Allied,"115/7/A Distillery Road, Gandaria, Dhaka-1204.","0961161 1888/3225, 47441255",,rfcl.rahimafood@gmaiI.com,http://www.rahimafood.com,,,,
RAHIMTEXT,Rahim Textile Mills Ltd.,218.50,218.50,3:45 PM,216.10 - 225.00,-0.6,0.78,-0.27%,210.00 - 380.00,225.00,"3,563.00",219.10,61,219.10,"2,072.617",500.00,,94.60,Equity,10.0,1,"9,459,683",Textile,"Tower-117, 117/A, Tejgaon Industrial Area, Dhaka-1208","+8809612111177-92, +880-2-8878062, +880-2-8878065",+880-2-8878064,allabj@newasiabd.com,http://www.rahimtextile.com,Md. Kamruzzaman,01709998863,"+8809612111177-92 Ext.-185, +880-2-8878062, +880-2-8878065",kamruzzaman@knitasia.com
RAKCERAMIC,RAK Ceramics (Bangladesh) Limited,44.00,44.00,3:45 PM,43.70 - 45.20,-0.5,33.82,-1.12%,37.20 - 63.30,43.80,"764,391.00",44.50,831,44.50,"19,044.607","6,000.00",,"4,279.69",Equity,10.0,1,"427,968,701",Ceramics Sector,"RAK Tower(7th,8th &9th Floor),Plot No.1/A,Jasimuddin Avenue, Sector # 3, Uttara Model Town,Dhaka-1230.","+880-2-58957393, +8802-58952303 Ext. 146-149",+880-2-58957096,"mahmoud.khan@rakceramics.com, tayef.chowdhury@rakceramics.com",http://www.rakceramics.com/bangladesh,Muhammad Shahidul Islam FCS,+8801713240021,"+880258957393, +880258952303 Ext. 112",shahidul.islam@rakceramics.com
RANFOUNDRY,Rangpur Foundry Ltd.,170.30,168.80,3:45 PM,167.30 - 175.90,-0.3,2.57,-0.18%,125.70 - 231.70,175.90,"15,203.00",170.60,138,170.60,"1,706.000",200.00,,100.00,Equity,10.0,1,"10,000,000",Engineering,"PRAN Cenre, Ga-105/1, Middle Badda, Dhaka-1212",9881792 Ext-230,88-02-8837464,rfl@prangroup.com,http://www.rflbd.com,"Mohammad Aminur Rahman,FCS",01924607209,"9881792, Ext-430",ird@prangroup.com
RDFOOD,Rangpur Dairy & Food Products Ltd.,38.20,38.20,3:45 PM,38.20 - 38.90,-0.7,23.58,-1.80%,38.20 - 63.00,38.20,"616,649.00",38.90,508,38.90,"2,955.387","1,000.00",,759.74,Equity,10.0,1,"75,973,957",Food & Allied,"Head Office : 22/19, Khiljee Road, Mohammadpur, Dhaka-1207",88-02- 41023118,88-02-9114865,corporate@rdmilk.org,http://www.rdmilk.org,,,,
RECKITTBEN,Reckitt Benckiser(Bd.)Ltd.,"4,772.00","4,771.40",3:45 PM,"4,750.10 - 4,772.30",-8,0.98,-0.17%,"4,400.00 - 6,223.00","4,750.10",206.00,"4,780.00",50,"4,780.00","22,585.500",250.00,,47.25,Equity,10.0,1,"4,725,000",Pharmaceuticals & Chemicals,"The Glass House, 9th & 10th floor, Plot # 02, Block # SE- (B), 38, Gulshan Avenue, Dhaka-1212.","+88-02-222290770,71 &72, Ext-119",+88-02-222290769,anisur.rahman2@rb.com,https://www.reckitt.com/about-us/rb-bangladesh/,Mohammad Nazmul Arefin,,,nazmul.arefin@rb.com
